longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,Price,Rooms_Per_Household,Bedrooms_Per_Room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.22,38.71,23.0,1843.0,273.0,818.0,276.0,4.4695,214700.0,6.677536231884058,0.14812805208898536,True,False,False,False
-121.23,38.71,18.0,4947.0,714.0,2227.0,675.0,4.8542,170500.0,7.328888888888889,0.14432989690721648,True,False,False,False
-121.23,38.69,19.0,5268.0,849.0,2357.0,849.0,3.9226,148700.0,6.204946996466431,0.1611617312072893,True,False,False,False
-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,131700.0,6.123924268502582,0.16554243957279371,True,False,False,False
-121.2,38.68,9.0,2200.0,422.0,938.0,369.0,3.4896,143800.0,5.9620596205962055,0.1918181818181818,True,False,False,False
-121.22,38.67,20.0,1412.0,226.0,700.0,227.0,4.05,130700.0,6.220264317180617,0.16005665722379603,True,False,False,False
-121.21,38.67,19.0,2987.0,626.0,1610.0,605.0,3.0533,112100.0,4.937190082644628,0.20957482423836626,True,False,False,False
-121.19,38.67,16.0,1754.0,284.0,773.0,277.0,4.817,147000.0,6.332129963898917,0.1619156214367161,True,False,False,False
-121.2,38.67,26.0,1546.0,287.0,773.0,299.0,2.9803,115400.0,5.170568561872909,0.18564036222509703,True,False,False,False
-121.2,38.67,10.0,3875.0,668.0,1632.0,593.0,4.6902,171000.0,6.534569983136594,0.17238709677419356,True,False,False,False
-121.19,38.66,26.0,1937.0,286.0,769.0,274.0,6.1185,179200.0,7.069343065693431,0.1476510067114094,True,False,False,False
-121.2,38.66,17.0,1605.0,217.0,732.0,241.0,5.47,204800.0,6.659751037344399,0.135202492211838,True,False,False,False
-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,293300.0,5.487544483985765,0.18060959792477302,True,False,False,False
-121.17,38.68,37.0,1252.0,267.0,686.0,256.0,3.0,121900.0,4.890625,0.213258785942492,True,False,False,False
-121.18,38.67,42.0,2101.0,480.0,945.0,426.0,2.3333,116000.0,4.931924882629108,0.2284626368396002,True,False,False,False
-121.16,38.68,21.0,3517.0,667.0,1687.0,655.0,3.1161,131600.0,5.369465648854962,0.18965027011657662,True,False,False,False
-121.13,38.55,8.0,530.0,109.0,398.0,96.0,4.2031,212500.0,5.520833333333333,0.20566037735849058,True,False,False,False
-121.13,38.47,16.0,2574.0,441.0,1041.0,428.0,3.6645,203400.0,6.014018691588785,0.17132867132867133,True,False,False,False
-121.22,38.58,25.0,394.0,94.0,155.0,83.0,2.233,55000.0,4.746987951807229,0.23857868020304568,True,False,False,False
-121.31,38.59,35.0,3295.0,560.0,1454.0,536.0,3.1711,101900.0,6.147388059701493,0.16995447647951442,True,False,False,False
-121.32,38.59,24.0,4378.0,910.0,2149.0,812.0,2.5035,123700.0,5.391625615763547,0.20785746916400183,True,False,False,False
-121.3,38.61,25.0,2707.0,464.0,1423.0,490.0,4.3235,116900.0,5.524489795918368,0.17140746213520502,True,False,False,False
-121.27,38.62,13.0,2321.0,539.0,1066.0,497.0,2.7652,95600.0,4.670020120724346,0.23222748815165878,True,False,False,False
-121.28,38.61,22.0,2938.0,619.0,1501.0,561.0,2.7356,96100.0,5.237076648841355,0.21068754254594962,True,False,False,False
-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,2.4722,103300.0,5.430703624733476,0.1978798586572438,True,False,False,False
-121.29,38.61,26.0,1814.0,299.0,963.0,317.0,4.4519,110500.0,5.722397476340694,0.16482910694597575,True,False,False,False
-121.28,38.6,25.0,1122.0,198.0,564.0,213.0,3.1654,111600.0,5.267605633802817,0.17647058823529413,True,False,False,False
-121.28,38.6,17.0,1671.0,378.0,848.0,351.0,3.1194,112500.0,4.760683760683761,0.22621184919210055,True,False,False,False
-121.29,38.6,29.0,1276.0,225.0,600.0,223.0,4.0938,109100.0,5.721973094170403,0.17633228840125392,True,False,False,False
-121.32,38.57,15.0,3369.0,499.0,1733.0,470.0,5.31,127500.0,7.1680851063829785,0.1481151677055506,True,False,False,False
-121.33,38.56,17.0,3608.0,682.0,1694.0,666.0,3.311,109400.0,5.4174174174174174,0.18902439024390244,True,False,False,False
-121.32,38.57,25.0,692.0,146.0,504.0,167.0,3.6897,101100.0,4.1437125748503,0.21098265895953758,True,False,False,False
-121.32,38.56,18.0,1169.0,186.0,614.0,192.0,4.5766,108700.0,6.088541666666667,0.15911035072711718,True,False,False,False
-121.28,38.53,18.0,224.0,38.0,95.0,41.0,3.1042,165000.0,5.463414634146342,0.16964285714285715,True,False,False,False
-121.3,38.58,19.0,2653.0,680.0,1419.0,579.0,2.3787,91300.0,4.582037996545768,0.25631360723709007,True,False,False,False
-121.3,38.58,16.0,1537.0,435.0,1125.0,375.0,2.6471,90700.0,4.0986666666666665,0.2830188679245283,True,False,False,False
-121.31,38.58,10.0,2421.0,580.0,962.0,497.0,2.5035,112500.0,4.871227364185111,0.2395704254440314,True,False,False,False
-121.31,38.57,9.0,2748.0,521.0,1663.0,565.0,3.5192,113300.0,4.863716814159292,0.1895924308588064,True,False,False,False
-121.31,38.57,22.0,1229.0,253.0,733.0,250.0,2.5,101600.0,4.916,0.20585842148087877,True,False,False,False
-121.33,38.57,17.0,1621.0,350.0,706.0,338.0,2.3684,150000.0,4.795857988165681,0.215916101172116,True,False,False,False
-121.29,38.59,19.0,2460.0,470.0,1346.0,480.0,3.6563,95600.0,5.125,0.1910569105691057,True,False,False,False
-121.3,38.59,25.0,3002.0,718.0,1660.0,613.0,2.1116,89600.0,4.897226753670473,0.23917388407728182,True,False,False,False
-121.3,38.58,29.0,2748.0,563.0,1619.0,525.0,2.8966,92400.0,5.234285714285714,0.20487627365356623,True,False,False,False
-121.34,38.56,12.0,2975.0,628.0,1440.0,593.0,2.9896,118600.0,5.016863406408095,0.2110924369747899,True,False,False,False
-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,114000.0,5.630952380952381,0.17547568710359407,True,False,False,False
-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,2.6635,135800.0,4.555555555555555,0.2300385109114249,True,False,False,False
-121.37,38.56,18.0,2129.0,363.0,815.0,347.0,2.7679,118000.0,6.1354466858789625,0.17050258337247534,True,False,False,False
-121.36,38.57,26.0,1793.0,244.0,653.0,235.0,5.6485,129500.0,7.629787234042553,0.13608477412158393,True,False,False,False
-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,4.5066,140200.0,5.420618556701031,0.18676302776721188,True,False,False,False
-121.34,38.58,17.0,1605.0,258.0,748.0,262.0,5.0917,134100.0,6.125954198473282,0.16074766355140188,True,False,False,False
-121.35,38.55,18.0,4481.0,780.0,2211.0,775.0,3.9934,123300.0,5.781935483870968,0.1740682883284981,True,False,False,False
-121.35,38.55,22.0,2607.0,411.0,1216.0,407.0,5.0427,126900.0,6.405405405405405,0.15765247410817032,True,False,False,False
-121.36,38.55,33.0,1191.0,198.0,554.0,191.0,2.8021,118800.0,6.2356020942408374,0.16624685138539042,True,False,False,False
-121.35,38.56,16.0,2278.0,370.0,1203.0,371.0,5.0622,132400.0,6.140161725067386,0.16242317822651448,True,False,False,False
-121.37,38.55,21.0,2713.0,432.0,1287.0,440.0,4.5815,125500.0,6.165909090909091,0.15923332104681165,True,False,False,False
-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,1.8288,32500.0,4.277777777777778,0.2694805194805195,True,False,False,False
-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,2.0901,52500.0,4.06,0.27859879584017516,True,False,False,False
-121.3,38.51,19.0,822.0,134.0,457.0,133.0,4.15,157500.0,6.180451127819549,0.1630170316301703,True,False,False,False
-121.35,38.51,29.0,2337.0,391.0,1054.0,352.0,4.2206,157700.0,6.639204545454546,0.16730851519041506,True,False,False,False
-121.39,38.43,3.0,2696.0,384.0,990.0,316.0,5.4445,237600.0,8.531645569620252,0.142433234421365,True,False,False,False
-121.27,38.44,19.0,2780.0,414.0,1320.0,404.0,5.8831,209900.0,6.881188118811881,0.14892086330935253,True,False,False,False
-121.34,38.44,14.0,3205.0,465.0,1439.0,456.0,5.7452,240900.0,7.0285087719298245,0.14508580343213728,True,False,False,False
-121.32,38.41,17.0,4401.0,655.0,1970.0,639.0,5.8239,247500.0,6.887323943661972,0.14882981140649854,True,False,False,False
-121.36,38.42,6.0,3254.0,465.0,1168.0,345.0,5.1811,188400.0,9.431884057971015,0.14290104486785496,True,False,False,False
-121.37,38.41,14.0,3727.0,685.0,1741.0,646.0,3.5625,125700.0,5.769349845201238,0.1837939361416689,True,False,False,False
-121.37,38.42,18.0,2643.0,502.0,1755.0,541.0,3.3281,91200.0,4.88539741219963,0.18993567915247825,True,False,False,False
-121.38,38.41,10.0,3425.0,629.0,1538.0,587.0,4.45,138700.0,5.834752981260648,0.18364963503649634,True,False,False,False
-121.38,38.4,15.0,4155.0,637.0,1722.0,616.0,4.8831,154400.0,6.74512987012987,0.153309265944645,True,False,False,False
-121.37,38.39,15.0,1883.0,254.0,893.0,256.0,6.2575,143500.0,7.35546875,0.13489113117365906,True,False,False,False
-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,94400.0,5.476415094339623,0.19767441860465115,True,False,False,False
-121.36,38.4,18.0,4813.0,849.0,2333.0,843.0,4.175,144400.0,5.709371293001186,0.17639725742779971,True,False,False,False
-121.36,38.39,10.0,5121.0,763.0,2568.0,758.0,5.2447,148100.0,6.755936675461742,0.14899433704354617,True,False,False,False
-121.13,38.37,10.0,1034.0,153.0,478.0,155.0,7.0326,241100.0,6.670967741935484,0.14796905222437137,True,False,False,False
-121.2,38.36,14.0,2634.0,463.0,1402.0,432.0,3.8897,175700.0,6.097222222222222,0.17577828397873957,True,False,False,False
-121.22,38.4,14.0,2655.0,441.0,1277.0,422.0,4.6989,213800.0,6.291469194312796,0.16610169491525423,True,False,False,False
-121.22,38.43,20.0,2054.0,339.0,934.0,336.0,4.5368,219300.0,6.113095238095238,0.16504381694255113,True,False,False,False
-121.29,38.36,17.0,2193.0,386.0,1148.0,372.0,4.5272,191700.0,5.895161290322581,0.17601459188326493,True,False,False,False
-121.27,38.31,17.0,1144.0,202.0,626.0,178.0,4.4107,151600.0,6.426966292134831,0.17657342657342656,True,False,False,False
-121.1,38.33,14.0,1357.0,247.0,695.0,224.0,4.1974,157800.0,6.058035714285714,0.18201915991156964,True,False,False,False
-121.2,38.28,20.0,1732.0,307.0,999.0,305.0,3.9808,160200.0,5.678688524590164,0.17725173210161663,True,False,False,False
-121.26,38.27,20.0,1314.0,229.0,712.0,219.0,4.4125,144600.0,6.0,0.17427701674277016,True,False,False,False
-121.29,38.28,11.0,1554.0,260.0,793.0,233.0,4.8073,156700.0,6.669527896995708,0.16731016731016732,True,False,False,False
-121.35,38.28,17.0,2756.0,557.0,1986.0,530.0,3.2234,82000.0,5.2,0.2021044992743106,True,False,False,False
-121.33,38.28,14.0,980.0,171.0,659.0,183.0,4.4306,170100.0,5.355191256830601,0.17448979591836736,True,False,False,False
-121.31,38.28,16.0,1708.0,391.0,687.0,378.0,1.9485,155400.0,4.518518518518518,0.22892271662763466,True,False,False,False
-121.3,38.26,19.0,1403.0,276.0,901.0,290.0,3.215,104600.0,4.837931034482758,0.19672131147540983,True,False,False,False
-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,88300.0,4.20952380952381,0.2239819004524887,True,False,False,False
-121.3,38.25,27.0,2475.0,548.0,1703.0,517.0,2.5727,86100.0,4.787234042553192,0.22141414141414142,True,False,False,False
-121.43,38.46,18.0,1378.0,235.0,818.0,262.0,4.0625,100300.0,5.259541984732825,0.17053701015965167,True,False,False,False
-121.43,38.47,21.0,1787.0,291.0,988.0,301.0,4.35,96200.0,5.93687707641196,0.16284275321768327,True,False,False,False
-121.44,38.47,16.0,1215.0,223.0,787.0,233.0,4.1597,95900.0,5.214592274678112,0.18353909465020576,True,False,False,False
-121.44,38.46,10.0,4446.0,897.0,2499.0,884.0,3.5461,103600.0,5.029411764705882,0.20175438596491227,True,False,False,False
-121.41,38.34,24.0,1605.0,277.0,1966.0,250.0,3.0833,162500.0,6.42,0.17258566978193146,True,False,False,False
-121.45,38.37,32.0,1441.0,261.0,629.0,249.0,4.4519,137500.0,5.78714859437751,0.18112421929215822,True,False,False,False
-121.5,38.34,36.0,1212.0,255.0,569.0,256.0,2.0048,72900.0,4.734375,0.2103960396039604,True,False,False,False
-121.54,38.29,47.0,1396.0,254.0,630.0,218.0,2.8616,92500.0,6.4036697247706424,0.1819484240687679,True,False,False,False
-121.56,38.26,43.0,1906.0,327.0,996.0,314.0,2.9744,136800.0,6.070063694267516,0.17156348373557187,True,False,False,False
-121.51,38.26,52.0,910.0,212.0,429.0,212.0,1.6458,52800.0,4.2924528301886795,0.23296703296703297,True,False,False,False
-121.57,38.19,36.0,1395.0,264.0,700.0,244.0,2.4353,162500.0,5.717213114754099,0.18924731182795698,True,False,False,False
-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,374200.0,6.457960644007156,0.16426592797783934,True,False,False,False
-121.37,36.89,21.0,2471.0,473.0,1753.0,451.0,4.025,293800.0,5.478935698447893,0.1914204775394577,True,False,False,False
-121.47,36.92,27.0,2049.0,417.0,1230.0,336.0,4.6477,265900.0,6.098214285714286,0.20351390922401172,True,False,False,False
-121.53,36.85,23.0,3359.0,725.0,1862.0,651.0,2.6719,193600.0,5.159754224270353,0.21583804703780887,True,False,False,False
-121.51,36.86,36.0,1019.0,168.0,602.0,169.0,2.625,210000.0,6.029585798816568,0.1648675171736997,True,False,False,False
-121.6,36.88,21.0,3416.0,624.0,1862.0,595.0,4.7813,241500.0,5.741176470588235,0.18266978922716628,False,False,False,False
-121.5,36.81,20.0,1345.0,230.0,731.0,217.0,4.2333,363300.0,6.1981566820276495,0.17100371747211895,True,False,False,False
-121.45,36.86,11.0,1613.0,335.0,1617.0,342.0,3.1375,146200.0,4.716374269005848,0.20768753874767515,True,False,False,False
-121.42,36.86,41.0,440.0,106.0,389.0,94.0,2.6818,225000.0,4.680851063829787,0.2409090909090909,True,False,False,False
-121.41,36.85,11.0,1708.0,394.0,1474.0,372.0,2.8839,145900.0,4.591397849462366,0.2306791569086651,True,False,False,False
-121.4,36.85,50.0,2666.0,613.0,1768.0,555.0,2.6598,157300.0,4.803603603603603,0.22993248312078018,True,False,False,False
-121.4,36.84,52.0,1860.0,400.0,1215.0,367.0,2.9554,136500.0,5.068119891008174,0.21505376344086022,True,False,False,False
-121.4,36.84,40.0,2352.0,536.0,1430.0,535.0,3.0912,155300.0,4.396261682242991,0.22789115646258504,True,False,False,False
-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,192200.0,5.239644970414201,0.2010163749294184,True,False,False,False
-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,145400.0,4.925490196078432,0.21496815286624205,True,False,False,False
-121.38,36.84,6.0,3769.0,669.0,2061.0,648.0,4.1875,217600.0,5.816358024691358,0.17750066330591668,True,False,False,False
-121.37,36.84,11.0,1996.0,382.0,1023.0,358.0,3.5714,243000.0,5.575418994413408,0.19138276553106212,True,False,False,False
-121.38,36.84,17.0,2625.0,512.0,1487.0,481.0,3.6354,221200.0,5.457380457380458,0.19504761904761905,True,False,False,False
-121.37,36.83,14.0,3658.0,612.0,1951.0,600.0,4.76,216000.0,6.096666666666667,0.16730453799890652,True,False,False,False
-121.4,36.83,11.0,3701.0,739.0,1749.0,654.0,3.067,207900.0,5.659021406727828,0.19967576330721426,True,False,False,False
-121.44,36.84,7.0,1644.0,338.0,1143.0,331.0,4.005,180400.0,4.966767371601208,0.20559610705596107,True,False,False,False
-121.42,36.85,7.0,1626.0,325.0,677.0,304.0,2.3125,170800.0,5.348684210526316,0.1998769987699877,True,False,False,False
-121.32,36.79,30.0,516.0,90.0,288.0,95.0,3.6333,202500.0,5.431578947368421,0.1744186046511628,True,False,False,False
-121.36,36.81,7.0,4609.0,741.0,1660.0,720.0,5.0871,290500.0,6.401388888888889,0.16077240182252114,True,False,False,False
-121.34,36.76,15.0,2638.0,429.0,1289.0,357.0,4.1528,336800.0,7.389355742296919,0.1626231993934799,True,False,False,False
-121.06,36.72,23.0,395.0,70.0,166.0,52.0,2.2132,100000.0,7.596153846153846,0.17721518987341772,True,False,False,False
-120.95,36.47,52.0,1691.0,301.0,618.0,239.0,3.2292,225000.0,7.075313807531381,0.17800118273211119,False,False,False,False
-117.75,33.95,13.0,984.0,127.0,364.0,119.0,7.5839,426900.0,8.268907563025211,0.1290650406504065,False,False,False,False
-117.76,33.94,40.0,1092.0,213.0,457.0,190.0,5.1165,184200.0,5.747368421052632,0.19505494505494506,False,False,False,False
-117.69,34.09,28.0,1437.0,295.0,724.0,262.0,2.725,140200.0,5.484732824427481,0.20528879610299233,True,False,False,False
-117.7,34.08,10.0,1979.0,454.0,1117.0,389.0,3.7802,107300.0,5.087403598971722,0.2294087923193532,True,False,False,False
-117.7,34.09,25.0,1719.0,331.0,1098.0,324.0,3.625,121800.0,5.305555555555555,0.19255381035485747,True,False,False,False
-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972,134300.0,4.037974683544304,0.22178683385579936,True,False,False,False
-117.71,34.07,31.0,1840.0,380.0,1187.0,357.0,3.8875,129200.0,5.15406162464986,0.20652173913043478,True,False,False,False
-117.69,34.08,30.0,4255.0,773.0,2129.0,730.0,4.5185,142500.0,5.828767123287672,0.181668625146886,True,False,False,False
-117.69,34.07,35.0,3222.0,559.0,1970.0,550.0,3.7083,131000.0,5.858181818181818,0.1734947237740534,True,False,False,False
-117.69,34.07,34.0,4055.0,739.0,2470.0,753.0,3.8586,136000.0,5.385126162018592,0.18224414303329223,True,False,False,False
-117.69,34.08,14.0,4136.0,886.0,2026.0,788.0,3.2344,128200.0,5.248730964467005,0.2142166344294004,True,False,False,False
-117.71,34.07,24.0,1948.0,362.0,1286.0,364.0,3.6,139300.0,5.351648351648351,0.18583162217659138,True,False,False,False
-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3.7969,128400.0,5.122112211221122,0.18556701030927836,True,False,False,False
-117.69,34.06,29.0,873.0,226.0,649.0,198.0,2.7986,114400.0,4.409090909090909,0.2588774341351661,True,False,False,False
-117.69,34.06,25.0,1881.0,433.0,1337.0,417.0,2.5536,144000.0,4.510791366906475,0.2301967038809144,True,False,False,False
-117.7,34.06,25.0,2054.0,609.0,2271.0,564.0,2.3049,150000.0,3.641843971631206,0.2964946445959104,True,False,False,False
-117.7,34.06,7.0,732.0,145.0,431.0,132.0,2.9107,95300.0,5.545454545454546,0.19808743169398907,True,False,False,False
-117.71,34.06,27.0,2127.0,628.0,1970.0,534.0,1.4722,91300.0,3.9831460674157304,0.2952515279736718,True,False,False,False
-117.68,34.05,25.0,1859.0,463.0,1070.0,374.0,2.5395,187500.0,4.970588235294118,0.2490586336740183,True,False,False,False
-117.69,34.05,10.0,1875.0,366.0,1055.0,363.0,4.3264,128900.0,5.1652892561983474,0.1952,True,False,False,False
-117.7,34.05,24.0,2834.0,470.0,1815.0,471.0,4.7357,162500.0,6.016985138004246,0.16584333098094567,True,False,False,False
-117.71,34.06,16.0,1458.0,295.0,912.0,331.0,3.625,160400.0,4.404833836858006,0.20233196159122085,True,False,False,False
-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,2.5735,130500.0,4.742203742203742,0.19465146865409907,True,False,False,False
-117.72,34.05,31.0,2220.0,526.0,1662.0,472.0,2.7321,104300.0,4.703389830508475,0.23693693693693693,True,False,False,False
-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4.0614,107000.0,4.6725888324873095,0.22216186854970124,True,False,False,False
-117.69,34.04,5.0,4459.0,896.0,2028.0,881.0,4.0096,182600.0,5.061293984108967,0.20094191522762953,True,False,False,False
-117.71,34.04,20.0,1950.0,310.0,1054.0,312.0,4.625,222100.0,6.25,0.15897435897435896,True,False,False,False
-117.71,34.04,17.0,4098.0,733.0,1859.0,713.0,2.9811,231800.0,5.747545582047686,0.17886774036115177,True,False,False,False
-117.72,34.03,17.0,2902.0,476.0,1652.0,479.0,5.6029,161800.0,6.058455114822547,0.1640248104755341,True,False,False,False
-117.72,34.02,17.0,1781.0,262.0,860.0,256.0,6.5958,236800.0,6.95703125,0.14710836608646827,True,False,False,False
-117.73,34.01,36.0,2340.0,392.0,1213.0,388.0,4.125,213000.0,6.030927835051546,0.1675213675213675,True,False,False,False
-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,6.551051051051051,0.1581480632592253,True,False,False,False
-117.68,34.0,5.0,3761.0,580.0,2335.0,648.0,5.7338,225400.0,5.804012345679013,0.15421430470619515,True,False,False,False
-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781,111600.0,5.48062015503876,0.21782178217821782,True,False,False,False
-117.7,34.0,15.0,4905.0,711.0,2711.0,762.0,5.7021,193100.0,6.437007874015748,0.14495412844036698,True,False,False,False
-117.71,34.03,11.0,3467.0,749.0,2163.0,676.0,3.4267,164400.0,5.128698224852071,0.21603691952696857,True,False,False,False
-117.68,34.03,16.0,2859.0,668.0,1946.0,591.0,3.0396,124300.0,4.83756345177665,0.2336481287163344,True,False,False,False
-117.69,34.01,30.0,2598.0,573.0,2170.0,518.0,2.3,95600.0,5.015444015444015,0.22055427251732102,True,False,False,False
-117.68,34.15,24.0,1033.0,189.0,486.0,204.0,4.1719,213500.0,5.063725490196078,0.1829622458857696,True,False,False,False
-117.64,34.15,16.0,2896.0,404.0,1165.0,379.0,6.4559,392900.0,7.641160949868074,0.13950276243093923,True,False,False,False
-117.68,34.15,4.0,4082.0,578.0,1996.0,580.0,6.7813,286300.0,7.037931034482758,0.14159725624693778,True,False,False,False
-117.68,34.14,4.0,4791.0,695.0,1871.0,659.0,6.9532,277000.0,7.2701062215478,0.14506366103109997,True,False,False,False
-117.66,34.14,11.0,3628.0,469.0,1488.0,463.0,7.0844,325000.0,7.83585313174946,0.1292723263506064,True,False,False,False
-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418,310500.0,6.741035856573705,0.1495271867612293,True,False,False,False
-117.66,34.13,17.0,3229.0,405.0,1289.0,407.0,6.3842,307100.0,7.933660933660934,0.12542582842985445,True,False,False,False
-117.67,34.12,15.0,3162.0,495.0,1145.0,473.0,5.3525,191700.0,6.6849894291754755,0.15654648956356737,True,False,False,False
-117.66,34.13,19.0,3995.0,554.0,1523.0,509.0,6.075,254100.0,7.8487229862475445,0.13867334167709636,True,False,False,False
-117.65,34.13,24.0,2121.0,296.0,913.0,302.0,5.9328,255900.0,7.02317880794702,0.13955681282413956,True,False,False,False
-117.65,34.12,17.0,3006.0,427.0,1291.0,406.0,6.2083,242700.0,7.403940886699507,0.14204923486360613,True,False,False,False
-117.63,34.12,4.0,4323.0,775.0,1479.0,663.0,6.0758,226800.0,6.520361990950226,0.17927365255609531,True,False,False,False
-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407,202900.0,7.510416666666667,0.14812760055478502,True,False,False,False
-117.65,34.11,29.0,2927.0,634.0,1710.0,623.0,3.6219,176600.0,4.698234349919743,0.21660403143149984,True,False,False,False
-117.64,34.11,16.0,2129.0,420.0,932.0,379.0,2.5868,146900.0,5.617414248021108,0.1972757162987318,True,False,False,False
-117.63,34.11,30.0,2674.0,428.0,1404.0,456.0,4.2969,165600.0,5.864035087719298,0.1600598354525056,True,False,False,False
-117.69,34.11,16.0,2427.0,522.0,794.0,491.0,2.6929,119300.0,4.942973523421589,0.21508034610630408,True,False,False,False
-117.68,34.12,16.0,2181.0,321.0,1133.0,350.0,5.7214,259400.0,6.231428571428571,0.14718019257221457,True,False,False,False
-117.68,34.11,16.0,3190.0,471.0,1414.0,464.0,5.5292,208600.0,6.875,0.14764890282131662,True,False,False,False
-117.66,34.12,16.0,3853.0,541.0,1726.0,497.0,6.1195,251100.0,7.75251509054326,0.140410070075266,True,False,False,False
-117.66,34.11,19.0,3445.0,661.0,1635.0,580.0,5.0681,230500.0,5.939655172413793,0.1918722786647315,True,False,False,False
-117.65,34.12,27.0,2298.0,340.0,1071.0,369.0,6.5587,239000.0,6.227642276422764,0.14795474325500435,True,False,False,False
-117.65,34.11,28.0,2788.0,370.0,1140.0,385.0,5.3368,233500.0,7.241558441558442,0.1327116212338594,True,False,False,False
-117.69,34.1,17.0,3759.0,1035.0,1722.0,847.0,2.6074,137500.0,4.43801652892562,0.2753391859537111,True,False,False,False
-117.67,34.1,28.0,1263.0,248.0,601.0,219.0,3.875,174000.0,5.767123287671233,0.19635787806809185,True,False,False,False
-117.67,34.1,19.0,2969.0,605.0,1326.0,573.0,4.3438,155700.0,5.181500872600349,0.20377231391040754,True,False,False,False
-117.65,34.1,19.0,1688.0,365.0,622.0,322.0,3.6,136400.0,5.24223602484472,0.21623222748815166,True,False,False,False
-117.66,34.1,37.0,1971.0,345.0,939.0,358.0,3.4634,145300.0,5.505586592178771,0.1750380517503805,True,False,False,False
-117.66,34.1,26.0,1855.0,553.0,1109.0,536.0,2.2429,150000.0,3.4608208955223883,0.2981132075471698,True,False,False,False
-117.65,34.1,30.0,1461.0,341.0,1014.0,345.0,2.4667,106000.0,4.234782608695652,0.23340177960301164,True,False,False,False
-117.68,34.09,22.0,1547.0,334.0,773.0,316.0,2.9812,148800.0,4.8955696202531644,0.21590174531351003,True,False,False,False
-117.66,34.09,26.0,1151.0,200.0,593.0,188.0,3.6667,166300.0,6.122340425531915,0.1737619461337967,True,False,False,False
-117.66,34.09,20.0,2462.0,496.0,1117.0,458.0,3.2321,162500.0,5.3755458515283845,0.20146222583265638,True,False,False,False
-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,3.0357,151500.0,4.470219435736677,0.21949509116409538,True,False,False,False
-117.65,34.09,33.0,2446.0,396.0,1209.0,412.0,4.3958,145600.0,5.936893203883495,0.16189697465249386,True,False,False,False
-117.62,34.13,20.0,3216.0,516.0,1655.0,524.0,5.1261,158800.0,6.137404580152672,0.16044776119402984,True,False,False,False
-117.62,34.11,17.0,1869.0,311.0,831.0,262.0,6.148,243900.0,7.133587786259542,0.16639914392723382,True,False,False,False
-117.62,34.11,31.0,2561.0,414.0,1204.0,435.0,4.4637,192800.0,5.88735632183908,0.16165560327996875,True,False,False,False
-117.63,34.09,8.0,3557.0,890.0,2251.0,765.0,2.6818,114100.0,4.649673202614379,0.25021085184143943,True,False,False,False
-117.64,34.09,34.0,2839.0,659.0,1822.0,631.0,3.05,121300.0,4.499207606973059,0.2321239873194787,True,False,False,False
-117.65,34.09,46.0,1214.0,281.0,701.0,294.0,2.7083,116300.0,4.129251700680272,0.23146622734761121,True,False,False,False
-117.65,34.1,44.0,1526.0,337.0,831.0,326.0,3.0284,115800.0,4.680981595092025,0.22083879423328964,True,False,False,False
-117.65,34.1,44.0,2808.0,585.0,1444.0,550.0,2.7159,139300.0,5.1054545454545455,0.20833333333333334,True,False,False,False
-117.68,34.08,28.0,2459.0,492.0,1230.0,498.0,3.0978,137200.0,4.937751004016064,0.20008133387555918,True,False,False,False
-117.67,34.07,29.0,1840.0,388.0,1278.0,368.0,3.5036,123400.0,5.0,0.2108695652173913,True,False,False,False
-117.68,34.07,24.0,2626.0,692.0,2204.0,647.0,1.7806,135000.0,4.058732612055642,0.26351865955826353,True,False,False,False
-117.68,34.07,32.0,1775.0,314.0,1067.0,302.0,4.0375,121300.0,5.877483443708609,0.17690140845070423,True,False,False,False
-117.65,34.08,35.0,2621.0,391.0,1074.0,391.0,4.7176,166400.0,6.703324808184143,0.1491797024036627,True,False,False,False
